ID,NU_NOTA_LC
233,531.509522418619
234,585.7274631530504
235,501.5896732835494
236,527.7809857387023
237,471.49080195986636
238,472.7625250750852
239,523.2029795710646
240,593.8506820754668
241,618.8123741390192
242,503.70071857606445
243,519.501256078207
244,638.3538904686079
245,531.5597637496643
246,591.9201988951379
247,493.1717512673211
248,454.58515328623236
249,561.2297741327516
250,590.7383096461982
251,550.851711574124
252,429.8947924002345
253,557.7257047503807
254,463.3664212915013
255,496.06225620930064
256,575.7115774523559
257,578.1457734126682
258,472.6086841812414
259,549.4660096835393
260,464.6869157718745
261,448.4612572433975
262,501.799981697009
263,484.021109593475
264,533.8284922012652
265,493.47493216098707
266,566.6752689720118
267,473.255623520229
268,455.3498211844839
269,448.4782256966028
270,598.9924007779892
271,443.41113385390844
272,488.0493550905874
273,596.4876142817591
274,519.4553690566867
275,571.4592600341173
276,472.7333604645773
277,601.1948393710609
278,528.7653319106255
279,549.3819290305397
280,565.701326040903
281,517.6335413396407
282,541.5512603656234
283,566.4844260669076
284,580.0816162157539
285,481.26629030125105
286,621.1024151039309
287,482.31995013399035
288,484.10162086669396
289,440.20765143018707
290,488.5785915991962
291,512.6430183672779
292,428.85808590261894
293,595.9777514338232
294,430.3884210033104
295,634.1192118967135
296,514.214472975112
297,473.5233969370411
298,564.2383393409209
299,632.4598962206062
300,604.1809556407437
301,470.1292159090186
302,496.123919104645
303,610.4781536813003
304,531.5808934917217
305,560.599784181902
306,519.6352663946561
307,614.2358001867824
308,543.161087641512
309,587.9970756446606
310,594.3028787572296
311,609.8569625076086
312,428.76379341396785
313,442.92648290060174
314,575.0621673353262
315,639.3062279022573
316,471.5637596126545
317,525.2205854908334
318,448.3941030321684
319,580.474581912359
320,472.70851630939376
321,589.0485718054766
322,626.4279390496878
323,596.4427103309251
324,566.5515164560044
325,474.52531007262127
326,573.0868214458434
327,577.9431373716913
328,484.660612253672
329,475.4764284934997
330,536.3540874156292
331,602.0041787294842
332,593.4018513312753
333,503.7817067090484
334,534.7593215702918
335,476.864888045468
336,576.3577344153322
337,500.36013547029694
338,440.7939253233173
339,450.5273760007943
340,550.9463713019485
341,507.1592425006615
342,490.4922169189524
343,457.10488758419285
344,470.7442828607812
345,561.150190434791
346,497.7742971278463
347,571.9495516735473
348,607.9584514230927
349,608.0358532470324
350,543.4605639062511
351,575.2627004263386
352,559.1243275905019
353,572.9681743488132
354,585.9829381635952
355,519.5635868878758
356,431.2922450317334
357,494.9839403240601
358,585.4338607418292
359,581.6750318922807
360,523.2337520994215
361,491.489104845739
362,581.5590510055957
363,483.1029939207137
364,598.1247047843322
365,506.34750526493934
366,465.2553240143525
367,591.1461877211635
368,501.01300886899776
369,504.9318911698029
370,466.47631262925967
371,558.3023706481428
372,449.9313315840905
373,499.85708328909664
374,513.5270722893205
375,521.2747145789115
376,450.22353298882916
377,517.2757196768572
378,520.3762997917868
379,454.4329545273795
380,483.8267274607862
381,473.17336454827705
382,437.5128424439758
383,478.27358046895
384,541.1334120206644
385,601.9955438538011
386,534.3958627141317
387,657.1241429543297
388,607.7028297765277
389,443.8844096132604
390,505.20869271141476
391,474.0461144001311
392,513.2828179831452
393,447.1658907099673
394,550.8219596182992
395,457.7226788934788
396,608.0125954358906
397,425.82597452155704
398,591.4906246522752
399,610.3378904301761
400,455.6721112020262
401,528.9140458115011
402,535.6783598675114
403,483.5439192714396
404,577.0384272957563
405,474.31483491822644
406,512.2810330739137
407,500.94575618757597
408,662.0937416665492
409,443.38070258897733
410,518.0680999666436
411,619.2063444821667
412,558.6779431465014
413,538.7194247162437
414,532.9821545103156
415,588.9018613142106
416,522.3679906678511
417,652.9791102515021
418,455.657044808524
419,474.08006463589606
420,486.8853575931169
421,478.61645694528914
422,542.7774674787389
423,552.299493209793
424,584.7992156885286
425,592.5595086923995
426,587.6011171734842
427,548.0705811083691
428,543.3325623338268
429,512.1518716512924
430,602.00358115723
431,509.0455363486755
432,497.61960499564736
433,437.2050548044647
434,470.9290584857987
435,483.08464751579606
436,498.7840241431906
437,573.9260303923202
438,583.8343833957765
439,609.462411379266
440,471.3833597752865
441,481.9677264093563
442,589.4337717902124
443,462.71425254609574
444,539.177835983995
445,512.5163640508813
446,489.20602241030355
447,586.3745163307052
448,513.1087412744565
449,562.6976073696791
450,502.5538468214227
451,501.1851071108698
452,527.1297297576407
453,509.9986799941791
454,628.7285093980264
455,457.0942377008471
456,479.343964713767
457,588.728397986134
458,542.6673021001684
459,513.5386299949027
460,521.0655610621984
461,550.3622787900938
462,465.44045291902415
463,471.93235122258767
464,518.4504916201146
465,537.0618586731541
466,579.8300282824389
467,587.0393330382685
468,445.32703722318
469,478.4469163271447
470,481.36568555224807
471,510.9651641825916
472,561.4591812435095
473,587.6232742324347
474,568.2419974213676
475,483.3015154807389
476,506.53193639769216
477,445.11967809987044
478,535.3519798403656
479,464.5798250523127
480,544.5042635760061
481,445.94468035048624
482,536.8313070698755
483,528.0212523569203
484,542.3812877825776
485,527.0573030316364
486,562.1094315793298
487,503.5048125056272
488,615.4869542814992
489,581.8655890935838
490,553.7963661274123
491,496.0561613701852
492,454.02048289247546
493,501.95539133974427
494,494.0111636464144
495,484.57785231600997
496,601.7131063831673
497,574.0689817021107
498,626.538923778468
499,530.5155989343605
500,566.2620337839769
501,499.4717441960473
502,447.6583872057165
503,510.1368637790417
504,543.0486200549647
505,500.6931090936075
506,590.5455891805897
507,589.5120884867932
508,643.8561659250288
509,449.0374287413513
510,581.6567632964607
511,670.1488878751622
512,478.529264098905
513,515.3433295598024
514,583.5197447545046
515,597.6077227020369
516,454.50496486342246
517,481.3920730712188
518,566.1317993230018
519,517.7226212689844
520,481.84677146896627
521,499.5285338238409
522,549.411768220081
523,435.8546205528435
524,541.2544512196525
525,537.8932684287306
526,649.8164138673469
527,568.6148190495213
528,540.5962130331372
529,479.70849575344454
530,469.97116251267846
531,561.4194586885068
532,639.5706745187819
533,603.7494183192541
534,576.9252095066455
535,515.0129274188076
536,457.7883705566382
537,457.43970042723913
538,480.0876176929971
539,466.7423608084
540,592.5427091116704
541,660.7954374481417
542,534.0397597259248
543,633.6475232500277
544,513.8395749047415
545,447.65048165720026
546,545.4245761473504
547,478.53512868016946
548,604.6502019474865
549,520.1254322664771
550,540.3305464790396
551,632.1659571185279
552,511.72551943609096
553,610.2383975589402
554,588.9728640214876
555,608.8129293425644
556,527.1328914564867
557,593.471971712776
558,472.07549333481245
559,480.5249224361867
560,468.79279157119686
561,613.9196791793263
562,520.7409907746978
563,495.35161963381427
564,521.9443938612662
565,542.2786733103652
566,513.914042620055
567,524.6957094585771
568,664.7719643261483
569,559.3242854213926
570,482.12894587507583
571,600.5705150857992
572,617.3311628490334
573,467.21729798940817
574,547.2514995073361
575,543.4326282556383
576,594.2009814882631
577,584.8305290064834
578,531.7226055435586
579,664.4148143590547
580,474.27724203562684
581,489.57612170809244
582,587.1660327532678
583,533.8824240474713
584,614.8012589732783
585,596.4291702668036
586,631.1187653395019
587,462.00242192798476
588,489.98015390965537
589,578.2698347356903
590,637.1326324585364
591,618.1801930983039
592,509.4808507528667
593,470.4571271700881
594,470.96207514231673
595,491.0407049140324
596,579.1383722691226
597,549.7476932172568
598,591.9997285669809
599,602.6762099416698
600,542.6770332295941
601,451.93120047595664
602,465.9307596074956
603,534.0901142945866
604,481.9415682938063
605,483.37157735473835
606,552.4485504199492
607,450.53564037602996
608,560.5935875240068
609,605.7623232752351
610,573.7379202957914
611,535.2321916313007
612,450.44401915976044
613,492.7929253851268
614,483.89056660424296
615,539.5112523451731
616,624.2912502040688
617,573.5612367642004
618,493.35947423414774
619,464.7352886252147
620,445.15037206459436
621,477.07629167740686
622,459.9247474764246
623,536.3502696594674
624,478.12291609169404
625,556.2862545778106
626,455.24678433623916
627,555.5862271158117
628,511.1925525307588
629,505.6958914482719
630,536.0730644744482
631,556.5542956345673
632,505.1293634694799
633,501.69439732714164
634,542.6425807680055
635,589.7362010061254
636,540.2832878580347
637,481.20103176333157
638,633.4534369430459
639,635.4393044969107
640,492.62462996239753
641,552.0575141748132
642,552.7259518655343
643,473.6870427318569
644,487.67078842018464
645,497.8551916866906
646,568.7187202993779
647,531.8983698877307
648,459.6674175231293
649,464.9518626579517
650,570.0179375175061
651,565.9828174531987
652,568.182918256419
653,543.8563101871307
654,584.137101846838
655,587.9891285897174
656,574.4784480080218
657,494.12752111201013
658,466.93922400438584
659,578.4603023608918
660,484.4231143803219
661,555.8122621441249
662,485.232969311904
663,614.3036810246846
664,555.7684404974119
665,596.7251262215105
666,499.0597749465838
667,609.8879549813522
668,570.5774570714024
669,521.4853383469773
670,462.483179143598
671,646.0892371176185
672,543.7703533129204
673,575.6378772072494
674,490.3609091908392
675,480.9207096705635
676,549.265357066407
677,489.85137639728333
678,582.4339079824546
679,547.1305839998282
680,522.4951290044286
681,504.5665945576301
682,443.48184704393645
683,581.7779313675628
684,483.25285376784103
685,604.7927115439513
686,479.46153511702397
687,519.5286571022122
688,476.7910776884714
689,587.5030178818052
690,499.10210152710437
691,458.21655427423536
692,434.1729374198358
693,603.3684907847983
694,494.47318437553275
695,519.1061180700548
696,533.3593627953276
697,471.4984208196805
698,592.1814977670143
699,576.330083088465
700,535.0162087272538
701,559.6585771051609
702,621.4328309597571
703,505.8459190205445
704,575.872779608077
705,620.6952856458907
706,633.9154803231927
707,461.48702219744536
708,464.4600412100489
709,535.1194362675394
710,634.0713813933379
711,480.50171463453455
712,457.0868809139023
713,501.9001571294524
714,587.8804183925196
715,493.10145541733357
716,472.58980034087983
717,453.3857297098492
718,532.229690704126
719,566.6730680056016
720,514.8229909260152
721,509.7912719417694
722,510.02916510303254
723,461.0096790346458
724,469.1695750869369
725,652.1056488644841
726,448.57550696495184
727,551.3817048243131
728,569.9983877301393
729,631.5498850931561
730,457.0813619947696
731,494.68462749810294
732,572.1200119151649
733,498.3013185681425
734,611.5245622167527
735,562.1633760256867
736,622.1600860992942
737,615.2790525689143
738,646.2652344186018
739,513.1111247749369
740,533.3885140492517
741,539.3327737287545
742,470.3904148858925
743,474.0341802785038
744,535.2230501674219
745,567.2912625777992
746,629.840220526199
747,487.75743066474325
748,599.248124378554
749,469.21767338613444
750,514.3663877931976
751,470.56529020267624
752,546.4474555360629
753,547.5353215129098
754,456.3502121636888
755,547.8556572933807
756,552.3622384452036
757,566.565496712565
758,610.1011937958729
759,623.439972019444
760,609.7238549051193
761,584.0482525537291
762,526.9274846674235
763,517.0292571387679
764,510.8081444821595
765,566.1459981139673
766,474.96707819545037
767,493.0184611004338
768,564.3246626025685
769,571.4541097155262
770,459.6922741944214
771,446.05562170414686
772,563.4190112078235
773,524.7198646925281
774,573.8613267321692
775,589.8237310560479
776,496.2155476928287
777,540.8074281512876
778,622.9128636001792
779,489.90916216335467
780,480.1948236781909
781,483.40486298086495
782,557.5665193837416
783,507.6811110619233
784,541.5004106959747
785,488.99796526505315
786,522.7214833223559
787,454.874489611824
788,541.3215283367665
789,476.4587378669263
790,502.9018308822358
791,588.0551912842645
792,489.7591680886766
793,440.9341643817237
794,585.3399871903067
795,575.4113964784442
796,506.4914342519885
797,564.1505740948962
798,623.415991452736
799,507.89974489631356
800,529.2220150419053
801,598.5490670993122
802,540.7791163361891
803,457.7544789471573
804,457.4148572447837
805,604.7767759174606
806,488.0413543973335
807,504.38646450745523
808,573.9633871173943
809,498.28667509845326
810,529.2843900866973
811,642.7393078133325
812,559.424174976682
813,489.4882067364893
814,634.6725407065619
815,526.3956177962049
816,578.2106236404123
817,536.2150132263941
818,449.55904970485807
819,486.61699170604635
820,493.9875763832597
821,530.1160125269455
822,475.4025755776825
823,518.3904699390973
824,565.4802804114546
825,470.9966341868059
826,247.4406928847339
827,477.8729537215843
828,567.1699509797791
829,485.23995354001084
830,470.3815313283805
831,477.8873242645345
832,582.7741005877326
833,531.4349613782465
834,456.0672903148372
835,466.97367289594774
836,618.0518685986553
837,562.3552632048243
838,471.19889738260053
839,576.0898319793308
840,508.50627145692494
841,568.9287758207495
842,630.5249482401788
843,612.7426076391916
844,638.3538904686079
845,568.7715337907232
846,478.57780962220806
847,555.0955500698362
848,505.8425206503627
849,433.09295495208295
850,513.9115696936028
851,455.33600060905627
852,607.285915783903
853,443.19182491948567
854,511.352462208701
855,611.448617260865
856,532.6037951687475
857,458.91260675433034
858,442.61754633601765
859,573.9879383681341
860,588.8655369578374
861,487.6789821481489
862,599.9769359517948
863,618.0433430213965
864,513.8032027775065
865,546.6399969018574
866,489.00629400341643
867,514.3725324382148
868,528.0619916337672
869,496.3974029636335
870,557.9416591445147
871,467.21306482566285
872,496.5007574052339
873,630.0528463019344
874,588.513572578149
875,436.788398861511
876,496.97524120194566
877,569.6547222748538
878,576.5340760606053
879,644.084052583628
880,520.6371658278318
881,577.3968323534326
882,522.1216152855349
883,482.2327018316123
884,554.7409543545799
885,516.1971560416271
886,478.39217111987153
887,487.7129640214941
888,487.3026957634676
889,586.5634817708201
890,516.014374788593
891,488.048974048897
892,499.08428968851604
893,568.3409360133003
894,613.2492086251206
895,428.22579696332895
896,496.71671273702873
897,541.3957836974705
898,584.9038840147
899,462.57228827946363
900,621.8193914802256
901,469.0548859458841
902,473.9057116129869
903,529.4993758576813
904,475.0321337452362
905,497.548117979628
906,468.3383832615631
907,515.3543109821411
908,568.1684588565706
909,469.12417775719956
910,626.7263127001316
911,570.5129055088573
912,543.3518125519679
913,451.61510344686224
914,442.74170367825883
915,501.9529291840585
916,498.2653091881973
917,536.5050872612769
918,618.5119394527838
919,542.4173307485792
920,636.58498235901
921,520.9295579221737
922,471.5145453396256
923,540.1086576990051
924,551.0350354684962
925,522.2644313945029
926,602.074012355643
927,584.583387490547
928,491.93325945892525
929,448.87337414069736
930,529.7045549379986
931,671.318995331308
932,574.9926584474454
933,554.985434908703
934,523.9831488328105
935,517.9167846052003
936,551.4837163010758
937,476.39069629978184
938,628.2345997373359
939,602.9347066419142
940,429.4449217102351
941,526.4871012104629
942,589.6440919195933
943,507.8713205611754
944,466.9070128003525
945,519.2197142194829
946,482.32873779633434
947,528.0780393774368
948,634.2585226702043
949,594.6502384905074
950,625.1035587416706
951,581.6157211651605
952,488.08145001037224
953,483.5014461404357
954,469.6628267207104
955,501.6968811429475
956,576.9426434453461
957,574.706038223481
958,624.3075349433274
959,501.84306928841363
960,497.7471747318732
961,538.797021696539
962,496.00101838679296
963,518.787234853449
964,498.6117841446604
965,465.31495297160313
966,559.8102969293537
967,562.2653405656009
968,442.8454031261556
969,453.2433197054049
970,562.8428845737026
971,504.55914798531893
972,526.4414618095552
973,433.79193462243103
974,503.55708068547386
975,604.2286032675389
976,521.1315324840393
977,499.7749305652732
978,506.532788519693
979,574.1843211964914
980,546.7427942000921
981,451.8071866982151
982,581.2188802825959
983,471.4314275256591
984,461.8404288099143
985,544.8715011566684
986,620.8428426461226
987,544.8393079085557
988,556.8783883315335
989,493.692184069762
990,552.5675497235006
991,505.129885539178
992,562.8638121921184
993,521.8287363114675
994,538.0431628664231
995,608.2791666515884
996,559.0798944740814
997,529.4247531062543
998,446.6383923592297
999,524.5163624177982
1000,571.8851293431702
1001,552.5234675634333
1002,569.1938021657983
1003,473.429582239266
1004,638.8882278868554
1005,487.0844290881871
1006,457.31088250692767
1007,444.10947444375546
1008,595.0614206195988
1009,539.2636857976162
1010,648.2686370392169
1011,542.459169524679
1012,593.1571681483088
1013,566.7281404758795
1014,588.21264847454
1015,509.8343974444019
1016,530.2177823084124
1017,495.22119281736474
1018,462.0515289514491
1019,589.2545082859153
1020,545.3205743210923
1021,527.1040966577425
1022,622.2511031970319
1023,476.4227819812843
1024,543.8139603339743
1025,470.42553077444853
1026,501.2267656740478
1027,560.1009982078281
1028,576.3779330523151
1029,479.9692191637859
1030,479.84430893187675
1031,488.51995252629206
1032,587.3462760196236
1033,469.4352622121201
1034,615.694671076222
1035,528.7377168383993
1036,484.3122071281769
1037,573.3982916950151
1038,585.0013159049188
1039,541.4751985593141
1040,611.0209501124541
1041,440.4588062609567
1042,624.4621719386521
1043,479.00920414174817
1044,466.6799862566003
1045,527.3196978756584
1046,628.019633755899
1047,516.9077264627825
1048,480.4029170820971
1049,530.2001316983711
1050,653.2151329119747
1051,451.43948022131957
1052,481.5705222897341
1053,465.10409718375274
1054,459.7069124714341
1055,589.8715243608866
1056,577.5088931973539
1057,508.5226220919918
1058,592.4983964952485
1059,484.6605686606715
1060,609.3359852839818
1061,456.5119317673798
1062,596.5399398628399
1063,521.5947982498533
1064,583.3108423222137
1065,569.0284982654489
1066,574.7511099278964
1067,513.6771998244175
1068,580.1673057087362
1069,466.7956130089452
1070,593.5751697736849
1071,479.4808374173229
1072,572.0497628314608
1073,497.6394958140896
1074,554.9243110144555
1075,495.50891969448253
1076,523.1034964435
1077,469.3750643387836
1078,566.4164085175111
1079,557.3198372093955
1080,536.9980074226244
1081,548.6022216426834
1082,490.6788663491896
1083,572.5320945683952
1084,480.16914624712274
1085,534.5824719092146
1086,542.7090269764565
1087,658.29906964218
1088,515.5052938465105
1089,610.8659962143679
1090,440.38672530571006
1091,629.9710820524858
1092,458.2208102175635
1093,608.6172461519311
1094,571.1923586841173
1095,494.24879699154354
1096,481.5308475495937
1097,512.3814867401846
1098,577.895106389168
1099,583.2732114878934
1100,553.9452562235466
1101,490.5182123594527
1102,561.3677963469178
1103,557.4586799753988
1104,599.494887465195
1105,491.3635626144648
1106,491.55545965811797
1107,448.75700453508335
1108,484.30181830685507
1109,494.0021426913595
1110,543.139472079003
1111,557.8565141310505
1112,644.238119925538
1113,475.5405952539999
1114,481.1833348294632
1115,510.84669980718354
1116,574.1902285423148
1117,530.7661421797243
1118,530.1704452207946
1119,456.51069884464056
1120,637.5145314015921
1121,460.8342988009108
1122,460.22981489828464
1123,445.4540409707256
1124,556.0917922386461
1125,476.2051430665602
1126,546.217932950005
1127,544.7350315879029
1128,581.1591640412505
1129,622.3390613993167
1130,563.7152432512047
1131,634.6725407065619
1132,578.8902645299128
1133,596.9727399949938
1134,586.278235949136
1135,450.8850444000365
1136,551.5595845411008
1137,595.4069196161132
1138,599.3428718796794
1139,493.32573299581014
1140,518.08151545196
1141,578.3384825455621
1142,492.61701200477177
1143,466.6560411132453
1144,605.5325906685385
1145,556.4727465796938
1146,611.7411897256568
1147,520.0248627933612
1148,504.8651324636497
1149,503.439081573944
1150,580.202227994532
1151,492.0090627194686
1152,575.8041446628247
1153,513.5807739974442
1154,649.2575394077577
1155,513.2051057597648
1156,623.5689771770009
1157,646.6969461354081
1158,562.4983756481132
1159,519.74892521074
1160,487.66038732188173
1161,533.4600619440702
1162,540.9530721577188
1163,501.3692315271895
1164,579.4914010703083
1165,564.144193289424
1166,523.9153354504219
1167,467.12846250791756
1168,475.6611406727994
1169,465.8154564966646
1170,511.57081560967885
1171,542.7983728731488
1172,517.4271473043349
1173,558.0757886096211
1174,540.9298279634443
1175,529.6041714475224
1176,459.05051425406606
1177,479.1578447722325
1178,462.6316034395498
1179,585.6667809587392
1180,464.20482133375333
1181,497.2855437869521
1182,580.2451091908821
1183,567.469891186782
1184,502.93040661343525
1185,609.5905810412662
1186,492.7313083734673
1187,433.90226904075587
1188,525.3654786648431
1189,580.1095438685005
1190,507.0641428188255
1191,482.73295370496203
1192,572.9782153630986
1193,536.4070732678973
1194,485.473058722315
1195,470.61564769272707
1196,577.0807610205762
1197,508.82710644177774
1198,571.306667116023
1199,456.41793970427256
1200,460.033228443718
1201,451.162830339703
1202,454.1261943835576
1203,594.4642641054121
1204,519.0816511946094
1205,453.5711298630796
1206,607.3853172631269
1207,485.16401461380724
1208,565.9092393941935
1209,454.4425903116227
1210,498.52891081110795
1211,565.8785083278264
1212,662.843444402199
1213,551.7102628041146
1214,550.3056545726564
1215,503.44418293962724
1216,472.6978083152512
1217,527.7898662994356
1218,468.0607247775351
1219,501.83826935164024
1220,598.0108503497393
1221,604.9116715235505
1222,510.00236151854307
1223,585.2144374014412
1224,466.93982390910537
1225,455.84993681930155
1226,458.53189673631357
1227,557.0135128365888
1228,533.1836128229676
1229,613.7910503663334
1230,596.3970992171706
1231,504.67032629356487
1232,511.001123947577
1233,546.2428128555225
1234,496.97849179167974
1235,549.6484898582011
1236,511.17335982877404
1237,604.9528252489769
1238,499.59132849753286
1239,533.2532159821054
1240,447.75415097710845
1241,455.04389333715886
1242,485.85394483414
1243,473.4794146242929
1244,497.9578007886303
1245,479.16038172593153
1246,462.96611848074957
1247,495.08191490505715
1248,565.0415865119846
1249,435.16726387920886
1250,599.0923629038793
1251,522.2054071229758
1252,543.6646941169346
1253,533.0010798746245
1254,454.58246782632455
1255,554.1293812207448
1256,589.9190359113185
1257,449.6817132506298
1258,589.450105684882
1259,564.3727106516424
1260,654.01081267702
1261,569.8590566033773
1262,496.10927292391875
1263,458.81007376553833
1264,504.4251866451085
1265,548.2411355817524
1266,492.37478409121326
1267,455.4258350965016
1268,533.24599291536
1269,521.7899809566798
1270,521.7175319037681
1271,525.7672085384535
1272,518.9750706226527
1273,500.8324279713842
1274,582.0246542489896
1275,493.9947471704522
1276,555.8537329044864
1277,592.0598806739722
1278,583.9987059643814
1279,612.7592019754433
1280,456.8129285376764
1281,650.4819305313418
1282,515.4064962667713
1283,514.5219532840351
1284,434.6875806287399
1285,569.2147823645644
1286,443.07372803508207
1287,446.938504723558
1288,484.4888391477398
1289,489.35850670601474
1290,469.893552552226
1291,463.9020966955792
1292,480.456229130388
1293,621.2109952259278
1294,571.8157489702431
1295,528.0017648870593
1296,573.9781737668274
1297,539.5556151356686
1298,506.87517685210065
1299,508.9239876407854
1300,490.4935283415968
1301,453.11240540701544
1302,598.241641192373
1303,459.75137355752594
1304,512.682313112663
1305,520.7099848457159
1306,571.296677513011
1307,497.07715628531616
1308,573.8412580035014
1309,499.08096879483566
1310,436.0411937921324
1311,559.291069722813
1312,491.9800230175021
1313,493.28045748888235
1314,525.911552213579
1315,464.56011721043893
1316,583.1315979672922
1317,642.6511501738692
1318,463.05306698568296
1319,481.65619383426264
1320,526.6715852696758
1321,532.0241433586989
1322,602.948810036462
1323,472.1282567055966
1324,469.8510521073506
1325,567.4461168342323
1326,461.8601629947271
1327,458.31479597968564
1328,601.3822018419796
1329,523.6406401825515
1330,495.6440799610141
1331,505.07653985376385
1332,531.208925271393
1333,451.1189265550757
1334,569.2834895461373
1335,472.30158547575644
1336,497.65105240440994
1337,444.0393816268478
1338,662.5254533833555
1339,596.6685865992546
1340,617.9452453222962
1341,443.906998234144
1342,589.3768610251547
1343,495.6118002397937
1344,450.96113796327603
1345,662.7515011408932
1346,640.5307460675087
1347,558.4678647381062
1348,500.05173002338853
1349,605.4357008919311
1350,481.5796132390637
1351,575.2270335940079
1352,620.5632131314401
1353,574.135300991316
1354,458.957065960688
1355,457.08323950608684
1356,508.5837391864797
1357,640.8916265851931
1358,576.6394221125925
1359,484.19646481288305
1360,472.8036248144837
1361,586.8553468077655
1362,593.7870399387759
1363,508.53267511945256
1364,590.2652060594389
1365,508.6740218924878
1366,472.77615387923123
1367,565.6882124449703
1368,613.5879182094612
1369,472.290546471822
1370,611.977377525094
1371,477.1228963217581
1372,438.0661924156514
